Text,True_Sentiment,Logistic_Regression_Guess,VADER_Guess
"I can give her a tiny crumb and she'd be thrilled.  This bag is going to last me months.  She will do anything for a chance at a lamb munchie.<br /><br />When she was a puppy, she wouldn't touch any treats.  I brought her to a doggy bakery - we spent 15 minutes trying to get her to eat all sorts of treats.  Finally the lady pulls out one of these lamb treats and says 'when all else fails'.  Sure enough :)",Positive,Positive,Positive
My dog loves Cesar dog food and Chicken & Beef is high on her favorite list. Good value.<br />Recieved with in the time given.,Positive,Positive,Positive
"My son (3) and I love these.  He likes to hop them around and kiss them before he eats them.  He likes all the Bunny Graham varieties (chocolate, honey, cinnamon); they taste like the traditional Graham crackers.",Positive,Positive,Positive
"I was looking for Mag Citrate in a fast-acting form that didn't taste terrible, and I found it in this product. I have a history of HypoMag including severe muscle spasms and prolonged charlie horses. I haven't had one charlie horse since starting on the mag...I am so thankful! Magnesium is a natural muscle relaxer and a vital mineral for bone and muscle health. I wish it was a little more affordable (because I have to use more of it than the average person) but I do plan to buy it again whenever possible.",Positive,Positive,Positive
Has soy in it yes not teh totally bad soy but soy lecithen so yeah sucks tastes good though very cinnamony,Negative,Negative,Positive
just a short review about the case of spaghetti sauce i ordered...only had one problem...5 or 6 of the cans were dented...of course it did not affect the flavor or usability...thanks guys!!,Positive,Positive,Neutral
This is the first time I have seen gluten-free rice krispies. Being gluten-free is not an easy task and some of the foods are almost not palatable so to find something that both looks and tastes good really helps a person with Celiac disease. Loved them.,Positive,Positive,Positive
"My dogs loves these.  They get one first thing after coming inside after there morning walk.  Their a quick reward, takes them about 10 minutes to chew and eat.  They seem to be healthy for them, I notice no negative change in their waste since giving them these bones a few months ago.<br /><br />You can't go wrong with these.  Try out a bag, the odds are in your favor their going to love them.",Positive,Positive,Positive
"This Stainless Steel MIRROR PET DISH 1QT 144 is exactly what it says it is, and is fine in and of itself. However, the huge advertisement sticker that covers the entire inner bottom of the bowl is impossible to remove without spending a good hour or so scrubbing it off. I actually had to soak it in nail polish remover, then scrub it no less than 12 times to fully remove the sticky residue. What a pain!",Negative,Positive,Negative
"I tried this from the sampler pack and couldn't get over how great it tasted when brewed at the largest (travel mug) setting in the Platinum brewer. Although I like the Breakfast Blend from Green Mountain for my actual breakfast cup of coffee, this is the one that is keeping me out of Starbucks!",Positive,Positive,Positive
"Yum, yum, yum! These candies are so addictive. I have frooties wrappers everywhere! Grape and Watermelon are the best. Be prepared to chew.",Positive,Positive,Positive
"Each packet of this soup is NOT single serving size!<br /><br />...and the packaging does very little to correct that misperception: the soup is shown in a coffee mug-sized scenario. You're supposed to add 4 cups of water to each packet; which is more soup than anyone is looking for at lunchtime. Even when you add all that water to the mix, I hope you're on a starvation diet, because the serving size on the box is 2 tablespoons!!!! TWO TABLESPOONS! What are you supposed to do with 4 cups of chicken soup (with a stray micro-noodle floating by now and then) when your alloted portion is two tablespoons? You're supposed to forget that consuming a reasonable amount of soup fills you with 100 percent (if not more) of your daily sodium intake.<br /><br />This is an absurd product.",Negative,Positive,Positive
"I use this product with my french press and moka expresso maker. Both taste amazing. The coffee is smooth with rich flavor, and there is no bitterness at all! I think with good preservation, it can continue to be so. Very nice product.",Positive,Positive,Positive
"One of my carry-over faves from childhood is animal crackers.  I love them.  I'll have to admit I am a big fan of organic items and also am a sucker for clever/cute packaging, so I brought these home tonight to give them a whirl.  Delicious!  These are not a thick animal cracker like nabisco, but a thin crunchy one.  The peanut butter tastes just like a peanut butter cookie should and is not overly sweet.  The package is 7.5 oz and carries 7 servings of 10 cookies for 150 calories (25 from fat).  1 g saturated fat, 2g fiber, 10 g sugar, 3g protein and 2% calcium, and 4% iron.  All natural ingredients, with natural peanut butter, no hydrogenated oils, artificial flavors, additives or preservatives.  I would feel fine eating these or giving to a kid for a sweet snack.  The first ingredients on the label?  Organic unbleached flour and peanut butter.<br /><br />I'm very happy I tried these and will definitely try more of the other cookies in this brand's line.<br /><br />Overall a delicious product, well packaged in a convenient resealable bag.  Perfect for car trips, home or office.  Now you can indulge and feel slightly better about it!",Positive,Positive,Positive
"I am not a huge fan of coffee, however, this coffee is excellent.  The aroma while it is brewing is outstanding and it really delivers once you take a drink.  The vanilla flavor is strong, but not overpowering, the coffee has a nice full taste.  I have served this to a few friends and they all loved it as well.<br /><br />Highly recommend if you are looking for a nice flavored coffee!",Positive,Positive,Positive
"Haribo Alphabet Letters are among Haribo's best products.  They have all the flavor of their flagship Gold-Bears, but with a more satisfying size and texture.  If you have never had Haribo, these are a great place to start.  Five-pound bag is great for parties or the office, or makes a good 3-month personal supply.",Positive,Positive,Positive
"The most superb textured and tasting Chicken Base which when mixed with water makes the greatest broth, gravies and much much more.  I have family gatherings year round, and they flock to my house just for the wonderful taste of this mouthwatering graving that is created especially when you add the drippings of chicken or turkey oils as they bake in the oven to the broth then thicken tom make a fine gravy with flour and water OR cornstarch and water.<br /><br />HIGHLY RECOMMEND!!!!!",Positive,Positive,Positive
"If you love Salt and Vinegar chips then you can't help but love these almonds, they are sooooooooooooooooooooo good!  Yes, the almonds have fat (much like chips) but at least its a good fat for you!",Positive,Positive,Positive
"Especially for people wanting to avoid wheat, these are great.  But they are just an amazingly wonderful cracker period, for anyone.  I've tried every flavor and each is excellent.  They are nut and rice flour based, essentially, so they are thin, light, but with a nice crisp bite, and wonderful flavor.  The nut flavors of course go great with all the foods one would want a cracker for.  But they are equally great by themselves as a snack.  They are also satisfying and you feel good and healthy after eating them, not like you are dragging from eating junk snack food.",Positive,Positive,Positive
"I've tried this a couple of time and both times the noodle just fell apart.  The taste was rather sweet, not like regular pasta.  Now searching for some better pasta substitute.",Negative,Positive,Positive
"How do you make $400 Million dollars a year with 1 product? Sell imported irradiated, pasteurized ""fruit juice(?)"" as a nutritional supplement.<br /><br />Where are the ingredients on this product? Shouldn't they be listed on this page?<br /><br />My chiropractor pressured me into buying a $40. bottle of ""Xango."" I got out my magnifying glass so I can tell you the  ingredients: citric acid, natural flavor, pectin, xanthum gum, sodium bensoate. Citric acid, yum, natural flavor,yum, pectin to thicken it up, and irratiated xanthum gum, and sodiom benzoate, an ingredient in fireworks which is used as a preservative, which combined with ascorbic acid (vit c such is found in fruit) forms benzene a known carcinogen. The additive sodiom benzoate is also thought to contribute to hyperactivity in children.<br /><br />Like I said, I bought a bottle of this to please my chiropractor, drank it at the medium dosage, and as I was finishing the bottle, fell sicker than I have been in years, with summer cold and flu symptoms.<br /><br />Well there's a sucker born every minute. I'd pay $40. for a bottle of something to cure my gullibility.",Negative,Positive,Positive
"Have a cough you can't get rid of? Well, it might be difficult to carry a bottle of cough medicine with you, but you can take a pack of Luden's Cherry cough drops with you at all times. And for those that don't like the taste of traditional cough drops, these cherry flavored ones are sure to please.",Positive,Positive,Positive
"When I bought the first box I had a cup of tea every night and thought the hot flashes subsided a bit, so I bought another box.  The second box, not so much.  I am not sure if the tea builds up in your system and stops working or if it is just me.  The tea does not have a bad taste, doable for its purpose.  Sage tea has been recommended by many as a means of cutting down hot flashes, vs taking meds that can be linked to cancer.  Give it try, it might work for you.",Neutral,Positive,Negative
"We are always pleased with Amazon's packaging. Chips are never crushed or broken, always fresh. We really liked this brand/flavor of chips. Very tasty!",Positive,Positive,Positive
"I ordered it 2 times and never had a problem like the reviewer above and I gonna compare it with my fav brand"" Crown Prince"" later then i 'll order it again . Delicious for making ""A TROPICAL FISH SOUP"" and more.",Positive,Positive,Positive
"I take these everywhere with me. At 39 calories for an entire bag, they are a great treat. Light and portable, and less than a dollar a bag. I have a hard time finding them in stores where I live, so will definitely be buying here with free shipping! These aren't crunchy like some apple chips - they are more like the freeze dried variety, but very delicious.",Positive,Positive,Positive
"Back when I was a destitute college student, I and a fellow student worked together would share canned soup and rice meals to save money. He was from India, and he had these fantastic spicy pickles that would jazz up our otherwise bland meals.<br /><br />I've searched for those pickles for 20 years and I think I've finally found them--hot mango relish!<br /><br />If you like a little spice, then you will love this relish for making your meals have more kick. It has a lot of chile powder, so it is very similar to a Chinese chile sauce, except that it has chunks of mango fruit as well. Yow! My mouth is still burning! I love it!",Positive,Positive,Positive
"Delicious creamy and chocolatey taste with just the right mouth feel. I like the moistness of the recipe, and that they are not overly sweet. We get no glycemic rush from these because they contain only whole and natural foods. I think they are a perfect meal replacement, trail snack or appetite-surpressing treat to have before meals. The flavor is superior to the flater taste of the Raw Revolution chocolate flavor without coconut.",Positive,Positive,Positive
"I was served this jam at breakfast in a hotel near Niagara on the Lake and liked it so much that I bought some at their in-town store. Also bought the apricot and the triple berry, all are superior in quality to what you'd typically find in the supermarket. The black currant jam is my favorite. Highly recommended.",Positive,Positive,Positive
"I use jar foods when I am on the go or if I did not have time to leave the babysitter food. I made a majority of my twins food from scratch using the baby bullet, a chopper or just by mashing it. Now that my twins are 11months they have been eating table food. I was excited to see that Earth's best made Stage 3 foods.<br /><br />Unfortunately, this Particular Stage 3 option (Earth's Best Junior Baby Food Organic Chunky Orchard Fruit, 6-Ounce Jars) is not Stage 3 quality. It is very thin comparable to the Stage 2 food. It does have a few small tiny tiny pieces of fruit in it but nothing compared to the other stage 3 thicknesses. Seeing as my twins are used to have bigger thicker pieces of food they eat the food off the spoon so quickly.<br />As with all Earth's best I love the quality of the food and my twins love the taste. However, I would not have purchased if I knew it would be so thin.",Neutral,Positive,Positive
I've never been much of a fan of olive oil. I found grocery store brands tasted bitter and/or left an aftertaste. I rarely used the full amount in a recipe. Then I read what the Barefoot Contessa uses the Olio Santo brand. I decided to give it a try and what a difference. It has a very light fruity note. It makes a big difference in my recipes. It's worth the price. Love it!,Positive,Positive,Positive
I am a very picky eater who has had very successful gastric bypass surgery and weight loss and I'm very careful about what I eat.  It has to taste great and be nutritious.  Now that I'm in maintenance I can have complex carbs that have a healthy high protein/low carb ratio and healthy fats.  I keep a bag in my car so if I go to a Mexican restaurant I can have a little bit of salsa and chips.,Positive,Positive,Positive
"I was hesitant to buy this at my local grocery store, Lunds, but they were on sale, so I bought a bag.  I've found that going beyond the simply-flavored chips, like cheddar or vinegar, usually results in disappointment.  Tried the Thai or asian-inspired chips by Target, Archer Farms, and they were awful.  These Kettle Spicy Thai chips are just awesome...so much so, that I'm considering buying them in bulk from Amazon.  The taste is complicated and stimulates different parts of the palate.  The taste sensations prevalent in real Thai food is baked into this chip...sweet, salty, spicy.  Was sour in there too?  I don't know, but this is a well-made well-balanced chip that is addicting.",Positive,Negative,Negative
"Just bought my first package of these, after reading about this thing in a Joe Csatari (sp?) book on nutrition. Didn't know what to expect, but I liked it -- on several accounts. First, if the label is true, it's got superior nutritional qualities -- a very good combination of typical nutrients (oil, carbs, proteins) with ""trace elements"", like, for example, magnesium, which not too many foods have a lot of (yet, if we were to trust the label, a serving of quinoa has 20% of daily norm! that's a lot). Second, it's amazingly easy to prepare, faster than steel-cut oats for example. Ready in twenty minutes max. Third, the taste is agreeable, and not all that unusual: it's a lot like buckwheat, which I'm very used to. The texture is pleasant, not mushy, almost crunchy. The dark groats, after you boil them, release tiny white curlicues of some sort (the germ? really like a tiny pigtail), which gives this thing an interesting, sort of mottled, appearance. I add a tbsp of sunflower seeds and a bit of olive oil to it, and the resultant substance is quite pleasant. Of all the health foods I've tried lately this is the only one that I'd eat even if it weren't healthful. A bit pricey though ($18.89 as of 12/17/2010); these pouches are real small in reality; maybe two cups of dry groats in every one, something like that. But it's good food, I'm glad to confirm this much. I'm gonna give it a good try at least.<br /><br />02/23/2011: Bought a refill yesterday, for about ten bucks a set (that's good), fulfilled by ""Amazon LLC"". And what do I see here today? Now I see something called ""KosherVitamins"" sells it for four times that. Their vitamins may be kosher, but their prices ain't! Wait till it goes back to normal, fulfilled by our dear host here (my new order hasn't been cancelled, so they might simply be temporarily out of stock, so wait till they get more).<br /><br />06/21/2011: I'm still only half-through this previous refill: I guess I just didn't warm up to this particular thing, I'm not eating it -- or rather, I get to it only when I'm out of everything else. Combined with more than doubling of the price, this makes me doubt I will be ordering another refill. It's not bad by any means, but while I'm really looking forward to my usual oatmeal or buckwheat, this thing here is more like, well, OK, since I'm out of oats this will do. Subjective, of course.<br /><br />PS. It spoils rather fast, so don't make too much. One cup will make one pot, basically; and then refrigerate immediately. Don't add anything before storage (it may contribute to spoilage) -- whatever you like in it, add it right before serving. Like I said, I've never warmed up to it (I'm still finishing off, stop and go, that refill I was talking about above, and it's 11/30/2011 now).",Positive,Positive,Positive
"I totally believe that if you eat this product (without adding milk, honey, brown sugar or anything else) that you will lose at least 10% of your body weight after one month.  It has happened to me several times, so I believe it.  It tastes great, and is good for you.  What else do you need/want?",Positive,Positive,Positive
"I like this salt, but it is very coarse, so you need a very agressive grinder of a mortar and pestal to use it for the table.",Positive,Positive,Positive
"As the other reviewer mentioned, it does have more of a coconut smell than the other 2 I bought, but it has an off taste to it that the others do not. Reading about coconut oils, someone mentioned the gag factor. I had no idea what they were referring to until I tasted this. NOW's a good name, but they fell short here. You'd be better off with Jarrow or Nutiva, similar price, better taste...",Negative,Positive,Positive
if you have children. Everyone gets there own bag and there is no hassel. Kettle corn is the best flavor.,Positive,Positive,Positive
"Warning these are highly addictive chips!  I love the sea salt and the salsa flavors - best gluten free taste and texture I've ever put in my mouth.  I can easily clean out most of a bag in one sitting.  Very healthy snack!  Cons:  there's an awful lot of air in that bag... And they are often broken up a lot, so you have to learn to dip your dip with a spoon, then stick a bunch of broken chips to that.  So delicious, I'm willing to do that.  Here's the other bummer.... If you're addicted, you want to buy in bulk with a goal to save money.  I was shocked at the price here on amazon, in bulk.  $46 for 12 bags (5.5 oz) plus shipping at $10+.... That's $57 total which comes out to $4.73 ish per bag (5.5 oz).  I can get them at a Publix grocery store for $2.89 a bag (5.5 oz) -- that's $1.89 cheaper.  You'd think  ""in bulk"" combined with amazon could do better than that.",Positive,Positive,Positive
"I tried this coffee on a half dozen quests this weekend and they all loved it.  For those that like their coffee mild, I brewed 7 oz cups.  For those of us that like it bold, I brewed 5 oz cups.<br /><br />As an earlier posted noted, it does have a slightly flavored quality to the taste that makes it stand out from other coffees.  The taste isn't obvious enough to turn off drinkers who want their coffee ""regular and black"" but strong enough to note for those of us that pay attention.<br /><br />I plan on trying all of Wolfgang's line.  Wish he'd offer a variety pack.",Positive,Positive,Positive
"Zico is very good, but not better than the other ones I gave 5 stars.  I've tried 5 brands: ""Zico"",""Real Coconut Water"", ""O.N.E"", ""Coco Libre"" and ""Vita Coco"". 5 stars to the 4 first names and 4 stars to ""Vita Coco"". The first ones taste equally great, so, just compare the prices! ""Vita Coco"" is less sweet and doesn't taste as good; but it's usually much cheaper, and not bad at all!!!",Positive,Positive,Positive
"I really wanted this to work. It looks nice and is a little more narrow than some of the other K-cup drawers. First of all this says it holds 35, but the box it came in says it holds only holds 30. That is not the problem. It looks very nice, I like the material on top, BUT the entire thing slips and slides. The Keurig (B70) slides on top even with a full water reserve. When you pull the drawer the entire drawer, Keurig and all slides as well. That's not the worst part, however, I could get past that and use rubber shelf lining to fix that issue. The worst part that you cannot fix is the fact that even with LESS than 30 K-cups in this drawer it WILL NOT OPEN. The K-cups in the middle column get stuck and jammed due to a metal rod along the top of that column. The K-cups on the ends get stuck on the metal pieces that bend over the top of the columns. This will RUIN your k-cups as they get snagged and pressed by the metal. It took me several minutes to remove K-cups that jammed in the drawer and the drawer would not open. AWFUL. Completely unusable and worthless. I returned this product and instead bought a larger one with rubber mat on top that slides easily (from Bed Bath and Beyond for $20 w/ 20% off coupon. Cheaper, holds more, slides easier, doesn't damage k-cups and won't slide off your counter.",Negative,Positive,Positive
"Since I switched my dog to wellness, he has had no digestive, coat or allergy problems. You do not see dogs running into a field to eat an ear of corn, so why do we feed them dog food primarily made from it? They are not vegetarians. He is happy and energetic. I've tried several different grain free foods and he loves this one the best.",Positive,Positive,Positive
Bought several of these cakes and was not disappointed. Most delicious and moist cake I've ever had. Will definitely buy more again!!!,Positive,Positive,Positive
I started drinking Cafe Francais after my son was born. I would get him up and feed him his bottle and sit and sip this coffee every morning cradling him in my lap. This was before Starbucks or Coffee Bean was even heard of and it was like drinking a creamy latte. My son is now 24 years old and I am still drinking this coffee every morning. I look forward to having a cup when I wake up. My husband thinks it is cute but I do know that I am addicted to that first cup!<br />I buy it on Amazon because it is cost effective and so much easier to find.<br />Thanks General Foods!,Positive,Positive,Positive
"Absolutely, without a doubt, the BEST dressing I've ever eaten! The salad is just the vessel to get this dressing into my mouth. I think I could drink it right out of the bottle....who needs a salad?",Positive,Positive,Positive
"This is an ok hot sauce. I read the ingredients and thought it would add a bit of sweet to help balance the hotness. First ingredient is peppers. Ok, great. It's what I expected. Second ingredient is sugar. Ahhhh, that's good, too. The problem? There is no sweetness at all. I was hoping for a really nice blend of the two but it just isn't here. Don't believe I'll be buying this again. But, as a 'disclaimer', it IS hot sauce so I really like that part. If you just like it hot, you'll love this. Product was shipped in a very timely manner and I would use this vendor again for other things.",Neutral,Positive,Positive
"This is a great tasting variety of Spam. I think the desired goal was to heat it up and add some melted cheese into it. But I don't think it worked out.<br /><br />SPAM with Cheese tastes like standard SPAM, which by itself is good. When I friend some of it in a frying pan I did not see those little pieces of cheese melt like I thought but it still tasted good like SPAM.<br /><br />So I would say if you're looking for a sale on SPAM and see this on sale there are no surprises.",Positive,Positive,Positive
"I agree with the other poster that this is the best crushed tomato product in a can. They use good quality tomatoes so they don't need to add anything else. Check the ingredient list. It's just tomatoes. I've only purchased this product at the grocery store, however. Pomi is equally great and supposedly better for you because it is in a box, but it is much more expensive.",Positive,Positive,Positive
"Love this coffee and couldn't find it where I live.  Ordered on line On February 22, and here it is February 24, and I already have it.  Thank you so much.  Hope to do business again.",Positive,Positive,Positive
"all natural,dogs favorite treat. Don't give too many because it will constipate dog. My dogs will do anything for these treats!",Positive,Positive,Positive
"I had the chance to try this shampoo out so I got this for the wife, she is pleased with it. Her hair is clean, scalps not dry, it's not greasy and overall she's happy. I could see us ordering this again.",Positive,Positive,Positive
"I bought these when I was looking for low point snacks as I have been doing Weight Watchers.  I eat the cinnamon apples when I want something crunchy.  When I want chewy and a little sweeter, I eat the dried pears.  While many times I do eat 2 packages for a snack, I still buy the .64 ounce bags since I have to get up and go get a second bag giving myself time to decide if I really still am hungry.  While it is true that some pieces have core and/or seed on them, I find it easy to cut that off or eat around it.  This is a great diet food and I like that it is organic.",Positive,Positive,Positive
I have to admit it is a pain having to buy buttermilk but this is a great mix! The pancakes come out light and fluffy and taste amazing. Highly recommended.,Positive,Positive,Positive
"Illy issimo caff&egrave; Italian espresso style coffee drink is a 6.8 fl. oz. (200 ml) blast of sweetened caffeine in a can.<br /><br />1930s Italy under the rule of Mussolini greatly contributed to the development of modern coffee culture, improved coffee-making, and new types of coffee-making equipment. The Horn of Africa (where coffee originated) was under Italian colonization and companies such as illy and Bialetti were founded.<br /><br />In that tradition, this drink is now made in Denmark under the issimo brand from illy and distributed in the U.S. by Coca-Cola.<br /><br />This canned cappuccino has a slightly bitter dark roast coffee taste with the right amount of sugar and a pleasant mouthfeel. It's not as good as freshly made espresso but it's not bad at all. I do prefer the <a href=""http://www.amazon.com/gp/product/B002IEVJRY"">illy issimo cappucino</a> as a treat.",Positive,Positive,Positive
"This is a very good snack and good for you. Price was good. Shipping not bad, but good for distance.",Positive,Positive,Positive
It tastes like sugar. You need only few drops and it goes long way. Very easy to use it. I do recommend it.,Positive,Positive,Positive
"Fabulous cookie.  Perfect size.  Love packaging.  No more stale cookies.  Senior size, just enough with a cup of coffee (or tea) for a snack.  Wish all food was like that.",Positive,Positive,Positive
"Product comes right out of the box 100% assembled.  Is well made, elegant, attractive, smooth.  It's perfect.  Couldn't have asked for anything more.",Positive,Positive,Positive
Order came quickly with a large variety of flavors to try and at least two of each flavor (so you don't have to share your cup).,Positive,Positive,Negative
I was totally blown away by the aroma even before tasting.  Will definitely buy again.  I am not quite as fond of the chocolate peanut butter.  It is not a Reese's cup.,Positive,Positive,Neutral
"I was extremely pleased when I recv'd these.  They were much larger and thicker than anticipated.  Professionally packaged.  For the money, I just don't see why you would want to order any other.  Best bang for the buck.<br /><br />Can't give you product feedback, as these are being given as a Christmas gift with a nice set of Weber stainless steel grilling utensils (hint hint....what a great gift combo for the grill master in your family).",Positive,Positive,Positive
"I have always liked Crunchie bars, and not being able to get them ""in the corner store"", okay, supermarket, in the USA was disappointing :(  These are fresh and the price isn't at all bad :)  I'm a happy, sugar fed, camper :)",Positive,Positive,Positive
"This yummy candy, which is hard to find in our area, was delivered super-fast -- much to the delight of my child (and my inner child).",Positive,Positive,Positive
I live in a very hot and dry climate. SPORTea is the best thirst quencher I have ever tried.  Chock full vitamins.  Sweet and great tasting all without sugar or salt.  This is the first review I have written.  I am that impressed!,Positive,Positive,Positive
"This is my favorite salad dressing. I really like the sweetness of the vidalia onions. I used to get it at Sam's Club but since I no longer have a membership there, I had to order it online. I have never been disappointed with Amazon.",Positive,Positive,Positive
"The entire purpose of this product is for it to flavor water and on the commercials they make it look like it will create a drink similar to <a href=""http://www.amazon.com/gp/product/B003DNL9U6"">Crystal Light Peach Tea Drink Mix (12-Quart), 1.5-Ounce Packages (Pack of 4)</a> but in reality it falls very short. We followed the instructions and after adding the proper amount of MIO to the water we tasted it. The flavor was barely detectable so we tried adding more drops. I think we ended up adding three times the required number of drops and still did not have an adequate flavor in the water. Therefore, we can no recommend this product. The only reason we are giving it 2 stars instead of 1 is that we wonder if this problem is with the entire product or just this flavor.",Negative,Negative,Negative
These cups work for the most part except for the fact that all most all of them leak out the top of the cap. All seem to wick some leakage through the paper filter at the cap and cup joint and approximately 10-15% overflow and leak around the cup and down the sides providing some grounds with the coffee.,Neutral,Positive,Negative
This has everything one needs to make their own sushi.  It is a wonderful kit and contains everything from a roll mat to wasabi paste.  I recommend it highly to anyone wanting to make their own sushi!,Positive,Positive,Positive
"Dogs love them! They are sticky when handling them though so be prepared to wash your hands, or let your dogs lick them clean!",Positive,Positive,Positive
"My wife and I were looking for a cracker that would work with our Weight Watchers program. This one is our favorite. Large enough to handle any spread, cheese or meat. We first found these at Costco but when they ran out searched until we found them on Amazon. A great celebration when they arrived.",Positive,Positive,Positive
"I received a free sample of this tea online and now I want more!  Cherry Marzipan is smooth, sweet, rich and delicious.  I plan to order some for Christmas gifts.",Positive,Positive,Positive
"This is a great buy compared to buying the same product from a local pet store.  My only reason for not rating it a ""5"" is that the pockets do not seem to be well formed.  It's almost as if the manufacturer got all the partial pockets together to make a ""seconds"" product line.",Positive,Positive,Positive
Our dog loves this stuff.  Ground up and sprinkled on his dry food he just gobbles it up.  No additives or fillers no carbs. We also use as a treat.  Best price at Amazon and quick delivery.,Positive,Positive,Positive
"Finally, a superb flour for all us gluten-free folks!<br />The recipes cover everything from bread, pizza dough<br />and cookies to bread-crumb main dish options.",Positive,Positive,Positive
"This coffee had all the rich flavor that I expect from a dark roast and minimal bitterness.  I suspect most folks are checking these reviews to find out if these weird cups actually work in a Keurig machine.  They do.  I had no issues.  The unexpected benefit was the great coffee aroma.  I love the Keurig system, but I miss the smell of coffee before it is prepared.  The aroma is back with these as soon as you open the plastic bag that they come in.  As much as I enjoyed the aroma, I felt compelled to store these things in another air-tight container, lest they lose their freshness. I also decided that I could not keep these cups in the rotary K-cup holder that we keep next to our machine.<br /><br />Despite storage issues, I would get these again for their flavor, aroma, and price.",Positive,Positive,Positive
"This is my 3rd reorder.<br />I LOVE Tunafish,but after years of trying to eat the crap in the can,<br />I gave up...until I googled BEST TUNA .<br />Thank you,Mr.Google.<br /><br />Wild Planet is just like the Tuna I remember.<br />You actually have to Break it up with a fork.<br />No extraneous floaters and  pieces swimming in stinky water.<br />THIS TUNA IS THE BEST...The PRICE is Terrific.<br />Sorry Charlie",Positive,Positive,Positive
I am very impressed with this product (and the company that creates it). The packaging is gorgeous - nice enough to give as a gift as is. And the dark chocolate covered orange peels are the best I have ever tasted. The dark chocolate is rich and flavorful. The candied orange peels on the inside are the perfect balance of sweet and tart. And they're easy to bite into - not hard like some others I've tried.<br /><br />Yes these are pricy but they are truly gourmet. And since the package includes a full pound I believe that justifies the price.<br /><br />I ordered this during the winter so I was not concerned about melting.,Positive,Positive,Positive
"These are yummy and the WHOLE cookie is covered, unlike other chocolate fortune cookies.  All are individually wrapped.  Not the best tasting chocolate ever, but yummy nonetheless.",Positive,Positive,Positive
"I bought this because I'm a type 2 diabetic on Byetta.  I use it on my oatmeal and on fresh grapefruit.  I havent used it on anything else yet, but I plan to try it when I bake some granola.  Its very sweet with no aftertaste.  It also doesnt affect my blood sugar.  Great stuff.",Positive,Positive,Positive
This flavor is very good and unexpected.  The flavor of the cheese and garlic go well together and they are very crispy and satisfying.,Positive,Positive,Positive
"I started drinking Hint Water a few years ago when Smartwater discontinued its similar line of no-calorie, no-artificial-sweetners, lightly flavored waters.  I find that I drink a lot more water during the day with these than with filtered water.  The taste is absolutely wonderful and refreshing ---- just a tiny hint of flavoring.  No syrupy flavor like all the trendy ""fitness drinks"" out there and no carbonation or harmful artificial sweetners like with diet soda.<br /><br />I was an absolute Diet Coke junkie for fifteen years until I found this product.  No hyperbole ---- it's literally the only thing that I can keep in the fridge that will keep me away from Diet Coke.  It might seem a bit pricey, but for my health I think it is worth every penny.  I just wish they would stock a larger size so I wouldn't feel so bad about all of the discarded plastic bottles.  Also, this may seem a small point but I am a sculptor and thoughtful graphic design is very important to me.  I always get compliments when I hand these out to guests ---- both on the flavor and the wonderful packaging.<br /><br />My favorite flavors are the pear and the watermelon.  They are very subtle.  My husband's favorite is the honeydew-hibiscus.  I like it, too, but it has a tiny sour floral tang to the taste.<br /><br />Overall, I cannot recommend this product highly enough.",Positive,Positive,Positive
"Rich taste, strong coffee. Not for 1/2-caf drinkers or weak of heart. :) Definately busts through my morning fog! Store in the freezer and grind as needed to keep rich flavor.",Positive,Positive,Positive
I love this coffee.  It is very smooth.  It reminds me of coffee that I had at a 4 star hotel that was $3 for an 8 oz cup.  It is delicious!,Positive,Positive,Positive
"So this item is decribed as a red barn bully sticks - sticks not stick - is is only 1 stick.  The price with shipping comes out to $10.63 for 1 bully stick, not worth it.  It has the worst smell ever I actually took it from my dog and threw it away.  Beware this item is garbage",Negative,Negative,Negative
"I used to think these were basically ""potato crack"" but they have changed the way they process them with my last batch.  They seemed flat and overcooked.  Hopefully, things will get back to normal with the next order.",Neutral,Negative,Positive
"I thought my daughters would be ready for a classic, and they were.  Except for a few foul words this movie was safe.  Some of the animation is now antiquated but the wit and humor is there.  Say it 3 times and enjoy!",Positive,Positive,Positive
"The lemon flavored wafers ARE really good, but the STRAWBERRY are BEST!<br />I'm going to ask Amazon.com to get them on the subscribe & save program.<br />J.",Positive,Positive,Positive
Our 2 Vizslas have done very well with this food since we switched from Foster Smith food last year.,Positive,Positive,Positive
"This tea is great.  I cook it in gallon batches and sweeten it with agave nectar and keep it in the fridge.  I guess it ""worked"" because my daughter was born after just 4 hours of labor and 20 minutes of pushing.  I'm still drinking it since I had just ordered another 3-pack of boxes of it the day before our baby was born.  My husband loves the tea too and he doesn't even have a uterus.",Positive,Positive,Positive
"I LOVE flatbread pizza, but grocery store varieties have been very disappointing.  Although this pizza is a LITTLE on the expensive side, IT IS WORTH EVERY PENNY!!!  The crust is crispy and delicate while the chicken/cheese topping is quite generous.  The flavor is perfection.  I highly recommend this pizza to all flatbread lovers.",Positive,Positive,Positive
"It is great to be able to have this hot chocolate delivered right to my door. It is not available in our local food stores in the barrel size. It is ""fat free"" and also has lower sugar content, ideal for diabetics.",Positive,Positive,Positive
"Benn getting these for years and use them in all kinds of sauces, mainly blue cheese for steaks and cream of mushroom and wine with venison roasts.",Positive,Positive,Neutral
